VendorNumber,VendorName,TotalSalesDollars,TotalPurchaseDollars,TotalSalesQuantity,TotalPurchaseQuantity,TotalSalesPrice,TotalExciseTax,GrossProfit,PurchasePrice,ActualPrice,Volume,ProfitMargin,StockTurnover,SalestoPurchaseRatio,LogSales,ProfitMargin_Capped,StockTurnover_Capped
17033,SEA BREEZE CELLARS LLC,149519.9700000002,108948.09000000008,7103.0,8473.0,82545.36000000051,788.2200000000082,40571.880000000114,23.31,34.99,725.0,27.13475664822569,0.8383099256461702,1.372396432098994,11.915191929534833,27.13475664822569,0.8383099256461702
17035,PERNOD RICARD USA,32279544.169998832,24124091.560000136,1613338.0,1647558.0,12928734.449999232,1498797.5699999605,8155452.609998697,23.432204081632655,33.202285714285715,847.2408163265306,25.265079850720184,0.9792298662626748,1.3380625790494491,17.28994431111802,25.265079850720184,0.9792298662626748
17037,Dunn Wine Brokers,79546.8700000002,72055.30000000006,4063.0,5448.0,42694.2400000007,451.78000000000844,7491.570000000139,18.878148148148146,28.564074074074075,750.0,9.417806131152766,0.7457782672540382,1.1039697288055166,11.28411425779464,9.417806131152766,0.7457782672540382
28750,SMOKY QUARTZ DISTILLERY LLC,76449.1100000001,69803.71000000006,2739.0,3197.0,58388.070000000545,1541.7899999999931,6645.4000000000315,21.572499999999998,27.865,656.25,8.692579939779577,0.856740694401001,1.0952012436015226,11.244393650205096,8.692579939779577,0.856740694401001
28776,TALL SHIP DISTILLERY LLC,49533.13999999972,48445.580000000016,1786.0,2236.0,40095.52999999975,1408.930000000004,1087.5599999997048,21.53,27.74,750.0,2.195620951951988,0.7987477638640429,1.022449106812215,10.81041740779482,2.195620951951988,0.7987477638640429
90010,VINEXTRA INC,138302.15999999954,102639.51000000002,7984.0,8530.0,87733.17999999934,885.2500000000028,35662.64999999952,14.616249999999999,22.365,750.0,25.786039784194,0.9359906213364596,1.3474553804865155,11.837203366271062,25.786039784194,0.9359906213364596
90011,FORTUNE WINE BROKERS LLC,72842.01000000027,46940.17000000003,4699.0,5072.0,38709.519999999764,620.4100000000041,25901.840000000248,14.142105263157895,21.270701754385968,1083.3333333333333,35.55893089715694,0.9264589905362776,1.5518054152765153,11.196061856436412,35.55893089715694,0.9264589905362776
90017,THE IMPORTED GRAPE LLC,21369.909999999978,16093.77,1719.0,2280.0,7723.939999999993,192.10999999999987,5276.139999999978,8.714814814814815,13.84185185185185,750.0,24.689575201767266,0.7539473684210526,1.3278374178331105,9.969785930466925,24.689575201767266,0.7539473684210526
90024,VINILANDIA USA,818830.3599999998,548855.37,57204.0,59428.0,465136.0199999989,6471.580000000062,269974.9899999997,10.64419540229885,16.675632183908046,747.4827586206897,32.97080850788188,0.962576563236185,1.4918873072153775,13.615633431986994,32.97080850788188,0.962576563236185
90026,SILVER MOUNTAIN CIDERS,342.5100000000002,77.17999999999999,49.0,17.0,216.69000000000008,4.84,265.3300000000002,4.54,6.99,650.0,77.46635134740593,2.8823529411764706,4.437807722207829,5.83921622332017,77.46635134740593,2.8823529411764706
90027,POVERTY LANE ORCHARDS,73642.09000000053,45269.00999999997,6341.0,5872.0,42961.619999999566,704.2200000000101,28373.08000000056,8.06625,12.0525,750.0,38.52834703632169,1.0798705722070845,1.6267660812551583,11.206985595357509,38.52834703632169,1.0798705722070845
90032,LABELLE VYDS AND WINERY,203067.70000000036,146839.54999999993,12430.0,12855.0,145579.31000000017,1295.5800000000231,56228.150000000445,12.690999999999999,18.89,675.0,27.689361725178525,0.9669389342668222,1.3829223802442903,12.221299624416881,27.689361725178525,0.9669389342668222
90033,FANTASY FINE WINES CORP,327.5900000000001,128.64,41.0,24.0,215.73000000000008,4.51,198.9500000000001,5.36,7.99,750.0,60.73140205744988,1.7083333333333333,2.5465640547263693,5.794810773003765,60.73140205744988,1.7083333333333333
90037,THE PIERPONT GROUP LLC,17531.499999999938,5713.19,1050.0,580.0,10120.229999999949,613.1900000000002,11818.30999999994,9.4525,14.865,750.0,67.41185865442193,1.8103448275862069,3.0686009042233744,9.771811580411063,67.41185865442193,1.8103448275862069
90046,CANDIA VINEYARDS,52623.32999999962,36588.009999999995,2567.0,2609.0,40398.00999999969,224.70999999999918,16035.319999999634,13.588,19.990000000000002,600.0,30.47188385835664,0.98390187811422,1.4382670716444985,10.87093383931218,30.47188385835664,0.98390187811422
90047,CRUSH WINES,417131.8700000001,287189.9,25173.0,26349.0,230823.55999999834,2745.910000000012,129941.9700000001,18.754028776978416,29.215179856115107,1000.884892086331,31.15129275545406,0.9553683251736309,1.4524600969602346,12.941160083121721,31.15129275545406,0.9553683251736309
90051,FULCHINO VINEYARD INC,14441.639999999912,11147.769999999997,836.0,949.0,10598.80999999992,92.44999999999976,3293.8699999999144,11.875,17.49,750.0,22.808143673432756,0.880927291886196,1.2954734444646703,9.577940221221034,22.808143673432756,0.880927291886196
90052,HAUNTING WHISPER VYDS,7325.889999999965,5388.579999999998,611.0,669.0,5431.469999999978,67.61999999999983,1937.3099999999667,8.055,11.99,750.0,26.444705011950436,0.9133034379671151,1.3595214323625087,8.899306421081521,26.444705011950436,0.9133034379671151
90053,INCREDIBREW INC,35508.519999999706,24525.840000000015,2698.0,2786.0,23785.949999999746,299.1199999999996,10982.679999999693,8.83,13.24,750.0,30.92970363169116,0.968413496051687,1.4478003607623504,10.4775561085267,30.92970363169116,0.968413496051687
90056,SWEET BABY VINEYARD,184253.27000000118,140577.89999999994,14773.0,16805.0,126607.87000000293,1516.910000000071,43675.37000000123,8.3025,12.365,656.25,23.70398636615836,0.8790836060696221,1.3106844674732037,12.124071984816974,23.70398636615836,0.8790836060696221
90057,WALPOLE MTN VIEW WINERY,11483.879999999966,9292.309999999998,662.0,805.0,9096.749999999965,73.15999999999984,2191.5699999999697,11.676666666666668,17.49,750.0,19.083881057621433,0.822360248447205,1.2358477063292086,9.34878666665764,19.083881057621433,0.822360248447205
90058,ZORVINO VINEYARDS,124189.59000000027,86122.7100000001,10141.0,10550.0,89518.71999999964,1121.5400000000213,38066.88000000017,8.126666666666667,12.156666666666666,750.0,30.652230996172943,0.9612322274881516,1.4420074565698193,11.729572680715883,30.652230996172943,0.9612322274881516
90059,BLACK COVE BEVERAGES,6256.869999999979,14465.059999999989,313.0,919.0,3398.299999999986,122.87000000000016,-8208.19000000001,15.74,19.99,375.0,-131.18683942610343,0.3405875952121872,0.43255057358904725,8.741595150603018,-131.18683942610343,0.3405875952121872
98450,Serralles Usa LLC,204060.0000000068,168993.61000000068,10600.0,10463.0,141120.73000000353,16423.570000000567,35066.39000000613,17.58,23.06692307692308,1009.6153846153846,17.184352641382418,1.0130937589601452,1.2075012777110683,12.226174247736777,17.184352641382418,1.0130937589601452
99166,STARK BREWING COMPANY,25371.540000000048,25961.04000000001,846.0,1212.0,5398.199999999976,666.3900000000001,-589.4999999999636,21.42,29.99,750.0,-2.3234695253026127,0.698019801980198,0.977292897356964,10.141422765831733,-2.3234695253026127,0.698019801980198
172662,SWEETWATER FARM,35049.629999999874,34708.02999999999,1237.0,1629.0,25384.03999999989,925.6100000000001,341.5999999998801,20.204,27.089999999999996,675.0,0.9746179916874481,0.7593615715162676,1.0098421028217355,10.464548866623593,0.9746179916874481,0.7593615715162676
173357,TAMWORTH DISTILLING,40021.12000000014,41036.43999999997,1488.0,1990.0,22629.519999999862,1030.0999999999985,-1015.3199999998378,23.4,31.49,656.25,-2.536960484863578,0.7477386934673367,0.9752580876898719,10.597187580247924,-2.536960484863578,0.7477386934673367
201359,FLAVOR ESSENCE INC,1474.4100000000003,17.0,59.0,1.0,1324.4700000000003,1.2400000000000007,1457.4100000000003,17.0,24.99,162.5,98.84699642568891,59.0,86.73000000000002,7.296691196250196,77.46635134740593,2.8823529411764706
